,product,alt_name,PFAM,GO_function,GO_process,GO_component,TransMembrane,SECRETED,antiSMASH,MEROPS,EggNog,COG,BUSCO,CAZy,SMCOG,CPSG,CiRS,WT.S/WT.H,p(WT.S/WT.H),Cp_S/Cp_H,p(Cp_S/Cp_H),Beyhan_exp,Whiston_exp
D8B26_005170,hypothetical protein,,,,,,,,,,ENOG410PXDD,S,7717at33183,,,CPSG_05062,CIMG_00320,-0.0160805471977286,0.958963700912165,0.818856269724534,0.00425014183868255,no upreg,no upreg
D8B26_005171,ribose-phosphate pyrophosphokinase 1,PRS1,PF00587;PF03129;PF09180, GO:0005524 - ATP binding; GO:0004827 - proline-tRNA ligase activity; GO:0000166 - nucleotide binding; GO:0004812 - aminoacyl-tRNA ligase activity, GO:0006433 - prolyl-tRNA aminoacylation; GO:0006418 - tRNA aminoacylation for protein translation, GO:0005737 - cytoplasm,,,,,ENOG410PGDA,J,137963at4751;4062at33183,,,CPSG_05063,CIMG_00321,-0.796263988906091,0.0053816044703435,-0.947067478551318,0.000391417168527962,no upreg,no upreg
D8B26_005172,T-complex protein 1 subunit alpha,CCT1,PF00118, GO:0051082 - unfolded protein binding; GO:0005524 - ATP binding, GO:0006457 - protein folding,,,,,,ENOG410PHQZ,O,3960at33183,,,CPSG_05064,CIMG_00322,0.471941221417535,0.0544445882489338,0.44692491858935,0.00787270664610048,no upreg,no upreg
D8B26_005173,hypothetical protein,,PF00400, GO:0005515 - protein binding,,,,,,,ENOG410PIAA,S,2757at33183,,,CPSG_05065,CIMG_00323,-1.19846237730186,0.00571332590355788,-1.72685397650176,0.000397863722711453,hyphae_upreg,hyphae_upreg
D8B26_005174,rRNA biogenesis protein rrp5,RRP5,PF00575, GO:0005515 - protein binding; GO:0003676 - nucleic acid binding, GO:0006396 - RNA processing,,,,,,ENOG410PG56,A,81614at4751;166at33183,,,CPSG_05066,CIMG_00324,-0.392717269848372,0.0729232451377421,-0.0227905687796603,0.928022397175524,no upreg,no upreg
D8B26_005175,hypothetical protein,,,,,,,,,,ENOG410PPXZ,S,15453at33183,,,CPSG_05067,CIMG_00325,0.209062891657096,0.358786830479561,-0.579559233724559,0.0220567335231868,no upreg,no upreg
D8B26_005176,hypothetical protein,,,,,,,,,,,,,,,CPSG_05069,CIMG_00326,-0.671819083798319,0.581474539778819,,1.0,no upreg,
D8B26_005177,Altered inheritance of mitochondria protein 6,AIM6,, GO:0008081 - phosphoric diester hydrolase activity, GO:0006629 - lipid metabolic process,,1 (i99-128o),,,,ENOG410PITV,S,,,,CPSG_05070,CIMG_00327,0.467621794759962,0.120077013968796,0.270754069599334,0.271933381202455,no upreg,no upreg
D8B26_005178,hypothetical protein,,PF01774, GO:0016151 - nickel cation binding, GO:0006807 - nitrogen compound metabolic process,,,,,,ENOG410PJ2R,O,8789at33183,,,CPSG_05071,CIMG_00328,-2.66322543382754,0.000651415800459336,-0.912084666302082,0.0296830135671635,hyphae_upreg,no upreg
D8B26_005179,hypothetical protein,,PF08514,,,,,,,,ENOG410PHYP,D,85793at4751;966at33183,,,CPSG_05072,CIMG_00329,-0.229781957839335,0.226621754372768,-0.714046536201979,0.00854232866875815,no upreg,no upreg
D8B26_005180,hypothetical protein,,PF08241;PF08242;PF13489;PF13649;PF13847,,,,,,,,ENOG410Q5AP,S,,,,CPSG_05073,CIMG_00330,0.933752965328988,0.0177486559122316,0.915933325434068,0.0191079929969872,no upreg,no upreg
D8B26_005181,hypothetical protein,,PF00067," GO:0016705 - oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0005506 - iron ion binding; GO:0020037 - heme binding", GO:0055114 - oxidation-reduction process,,,,,,ENOG410PGYE,Q,,,,CPSG_05074,CIMG_00331,-0.719369169382079,0.0577498362254532,0.101349335164969,0.549847716456052,no upreg,no upreg
D8B26_005182,hypothetical protein,,, GO:0008521 - acetyl-CoA transmembrane transporter activity,, GO:0016021 - integral component of membrane; GO:0016020 - membrane,12 (i186-208o214-232i253-271o291-309i321-347o367-390i411- 432o452-471i483-506o512-539i551-570o626-645i),,,,ENOG410PH6F,P,3479at33183,,,CPSG_05075,CIMG_00332,-0.865597035551274,0.00877028642780473,-0.100926543986706,0.617401526882649,no upreg,no upreg
D8B26_005183,hypothetical protein,,PF09496,, GO:0034508 - centromere complex assembly, GO:0000776 - kinetochore,,,,,ENOG410PNBY,S,11688at33183,,,CPSG_05076,CIMG_00333,-0.683428604315767,0.0063750162150375,0.248389629854649,0.206798071394425,no upreg,no upreg
D8B26_005184,hypothetical protein,,,,,,,,,,ENOG410PXPK,,,,,CPSG_05078,CIMG_00335,-0.00953583587717333,0.975946881032341,-0.101229481242827,0.636338131562881,no upreg,no upreg
D8B26_005185,hypothetical protein,,,, GO:0000045 - autophagosome assembly,,,,,,ENOG410PND5,S,,,,CPSG_05079,CIMG_00336,0.711285172920409,0.0654976653669182,0.664247956944227,0.0408890036623034,no upreg,no upreg
D8B26_005186,hypothetical protein,,,,,,2 (i172-192o198-215i),,,,ENOG410PGAA,H,401387at4751;6990at33183,,,CPSG_05080,CIMG_00337,-0.030323140893918,0.90212613989365,0.289844106587702,0.224029441180795,no upreg,no upreg
D8B26_005187,hypothetical protein,,PF01522," GO:0016810 - hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; GO:0003824 - catalytic activity", GO:0005975 - carbohydrate metabolic process,,,SignalP(1-26),,,ENOG410PK45,G,8238at33183,CE4,,,,,,,,,
D8B26_005188,acid phosphatase pho5,PHO5_1,PF00083;PF07690, GO:0005315 - inorganic phosphate transmembrane transporter activity; GO:0022857 - transmembrane transporter activity, GO:0006817 - phosphate ion transport; GO:0055085 - transmembrane transport, GO:0016021 - integral component of membrane,12 (i39-57o63-81i123-141o147-170i191-213o237-255i330-350o370- 393i405-424o436-456i477-496o508-527i),,,,ENOG410PM5S,P,,,,CPSG_05082,CIMG_00339,-1.6903298547174,0.164368679214983,-0.113535066930655,0.740434586087361,no upreg,no upreg
D8B26_005189,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,
D8B26_005190,hypothetical protein,,PF00583, GO:0008080 - N-acetyltransferase activity,,,2 (i50-68o80-101i),,,,ENOG410PKX0,S,,,,,,,,,,,
D8B26_005191,hypothetical protein,,PF00270;PF00271, GO:0003676 - nucleic acid binding; GO:0005524 - ATP binding,,,,,,,ENOG410PFY4,A,4106at33183,,,CPSG_05084,CIMG_00341,1.03931484477335,0.00763173991571636,0.985438056070448,0.00947395544472134,spherule_upreg,no upreg
D8B26_005192,hypothetical protein,,PF00187;PF07250;PF09118, GO:0008061 - chitin binding,,,,,,,ENOG410PGQT,S,1761at33183,AA5_1,,CPSG_05085,CIMG_00342,2.08107837455542,0.000425282365593288,0.343886336001135,0.268956640847824,spherule_upreg,no upreg
D8B26_005193,hypothetical protein,,PF03630, GO:0004594 - pantothenate kinase activity; GO:0005524 - ATP binding, GO:0015937 - coenzyme A biosynthetic process,,,,,,ENOG410PFR3,H,6926at33183,,,CPSG_05088,,0.128894307392065,0.755174044623202,-0.48126550192914,0.18647169164448,no upreg,no upreg
D8B26_005194,hypothetical protein,,PF03984,,,,,,,,ENOG410PJK6,S,,,,CPSG_05091,CIMG_00345,0.300553644499169,0.71776786244155,-3.13676621312482,0.016415807857612,no upreg,hyphae_upreg
D8B26_005195,hypothetical protein,,PF06432, GO:0017176 - phosphatidylinositol N-acetylglucosaminyltransferase activity, GO:0006506 - GPI anchor biosynthetic process, GO:0016021 - integral component of membrane,8 (i164-192o198-219i350-369o381-400i421-441o447-464i476- 495o501-525i),,,,ENOG410PH39,I,7961at33183,,,CPSG_05092,CIMG_00346,-0.864183383387304,0.00463745105305296,-0.783669240374804,0.00140101897495886,no upreg,no upreg
D8B26_005196,hypothetical protein,,,,,,,SignalP(1-16),,,,,,,,CPSG_05094,CIMG_00347,-0.335031727986396,0.757313685682556,,1.0,no upreg,
D8B26_005197,Glycoside hydrolase 18 protein,CTS2,PF00704," GO:0004553 - hydrolase activity, hydrolyzing O-glycosyl compounds", GO:0005975 - carbohydrate metabolic process,,1 (n7-18c22/23o836-854i),SignalP(1-22),,,ENOG410PIRU,G,,GH18,,CPSG_05095,CIMG_00348,-6.18601644978711,0.00010285352650153,2.68591457305886,5.20570232866849e-05,hyphae_upreg,spherule_upreg
D8B26_005198,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,
D8B26_005199,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,
D8B26_005200,hypothetical protein,,,,,,1 (n3-14c19/20o220-246i),SignalP(1-19),,,,,,,,CPSG_05098,CIMG_00351,-0.0113225318947308,0.976155659594924,1.43658115271819,0.00232012521102586,no upreg,spherule_upreg
D8B26_005201,hypothetical protein,,PF00324;PF13520, GO:0022857 - transmembrane transporter activity, GO:0055085 - transmembrane transport, GO:0016020 - membrane,12 (i47-63o83-104i125-150o170-190i197-218o238-264i276- 297o333-355i385-403o409-434i446-464o484-503i),,,,ENOG410PHFY,E,,,,CPSG_05099,CIMG_00352,-0.590651263301345,0.594968674103066,1.83209313074687,0.000229817712018331,no upreg,spherule_upreg
D8B26_005202,hypothetical protein,,PF00171," GO:0016620 - oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; GO:0016491 - oxidoreductase activity", GO:0055114 - oxidation-reduction process,,,,,,ENOG410PH7W,C,5475at33183,,,CPSG_05103,CIMG_00354,-1.26097898912796,0.0106147271762246,-0.165587791099362,0.598450755921746,hyphae_upreg,no upreg
D8B26_005203,hypothetical protein,,PF09994,,,,,,,,ENOG410PNBQ,S,4668at33183,,,CPSG_05104,CIMG_00355,-0.0381254644982612,0.922338688392464,-0.348734133070657,0.179413096794907,no upreg,no upreg
D8B26_005204,hypothetical protein,,,,,,,,,,ENOG410PJ7F,,,,,CPSG_05105,CIMG_00356,0.0493529328692324,0.866024047141153,1.30455514184215,0.000465689641203955,no upreg,spherule_upreg
D8B26_005205,hypothetical protein,,PF00583;PF13508, GO:0008080 - N-acetyltransferase activity,,,,,,,ENOG410PYI1,S,,,,CPSG_05106,CIMG_00357,-1.31904189836414,0.000996606498382592,0.962964258589637,0.042667584257466,hyphae_upreg,no upreg
D8B26_005206,hypothetical protein,,PF00120, GO:0004356 - glutamate-ammonia ligase activity; GO:0016787 - hydrolase activity; GO:0003824 - catalytic activity, GO:0006807 - nitrogen compound metabolic process,,,,,,ENOG410PM5M,E,1600at33183,,,CPSG_05107,CIMG_00358,-0.3830571449162,0.153966214846371,-0.796124312253979,0.000308047486311905,no upreg,no upreg
D8B26_005207,hypothetical protein,,PF07690, GO:0022857 - transmembrane transporter activity, GO:0055085 - transmembrane transport,,12 (i162-185o205-224i231-252o258-281i288-309o315-337i533- 557o577-601i622-643o649-675i695-711o717-739i),,,,ENOG410PH2S,G,3380at33183,,,CPSG_05108,CIMG_10536,-0.718993013438465,0.0314271627500103,-1.13115974921247,0.00305767528782489,no upreg,hyphae_upreg
D8B26_005208,hypothetical protein,,,,,,,,,,ENOG410Q5MP,,,,,,,,,,,,
D8B26_005209,hypothetical protein,,,,,,,,,,ENOG410PXJ1,,,,,CPSG_05112,CIMG_00363,-1.05205940402645,0.00595678781227203,0.730222339571864,0.124495095671536,hyphae_upreg,no upreg
D8B26_005210,hypothetical protein,,PF01169,,,,6 (n10-18c23/24o257-280i287-307o319-337i431-449o469-490i502- 520o),SignalP(1-23),,,ENOG410PJC6,S,396330at4751;8842at33183,,,CPSG_05113,CIMG_00364,0.727314608339717,0.018530419350355,0.387493703385205,0.0448331958369648,no upreg,no upreg
D8B26_005211,hypothetical protein,,PF00249, GO:0003677 - DNA binding,,,,,,,ENOG410PU4Z,S,2584at33183,,,CPSG_05114,CIMG_00365,-1.34233641063694,0.00147278670314381,-1.49642118023201,3.43153372202204e-05,hyphae_upreg,hyphae_upreg
D8B26_005212,hypothetical protein,,, GO:0005509 - calcium ion binding; GO:0005544 - calcium-dependent phospholipid binding,,,,,,,ENOG410PG1M,U,2453at33183,,,CPSG_05116,CIMG_00366,-1.95319237395754,0.000720782756264168,-1.00422594175835,0.00121596985043669,hyphae_upreg,hyphae_upreg
D8B26_005213,hypothetical protein,,, GO:0005525 - GTP binding,,,,,,,ENOG410PIU7,S,7324at33183,,,CPSG_05117,CIMG_00367,-2.61312569450954,0.000278917355375571,-3.23589456308965,4.61851283312383e-06,hyphae_upreg,hyphae_upreg
D8B26_005214,hypothetical protein,,,,,,,,,,ENOG410PIDW,S,,,,,,,,,,,
D8B26_005215,hypothetical protein,,,,,,,,,,ENOG410PIDW,S,,,,,,,,,,,
D8B26_005216,hypothetical protein,,,,,,,,,,,,,,,CPSG_05120,CIMG_13405,-1.66380541855761,0.0119257800841825,-1.81954933189387,0.0236948929288213,hyphae_upreg,hyphae_upreg
D8B26_005217,hypothetical protein,,PF08883,,,,,,,,ENOG410PND2,Q,,,,CPSG_05123,CIMG_00372,-1.01622720270768,0.00479866493623452,-1.32953809765652,0.000938935142632628,hyphae_upreg,hyphae_upreg
D8B26_005218,hypothetical protein,,PF12224,,,,,,,,ENOG410PTFP,,10498at33183,,,CPSG_05125,CIMG_00374,-1.98060336256582,0.000545063891426314,-2.68876204987766,3.84458934924582e-07,hyphae_upreg,hyphae_upreg
D8B26_005219,hypothetical protein,,,,,,,,,,ENOG410PPHP,,13853at33183,,,CPSG_05126,CIMG_00375,1.42531375040583,0.00114499605587039,-0.923434195711312,6.92496170646748e-05,spherule_upreg,no upreg
D8B26_005220,hypothetical protein,,,, GO:0034501 - protein localization to kinetochore, GO:0031617 - NMS complex,,,,,ENOG410PPGU,,12560at33183,,,CPSG_05127,CIMG_00376,-0.709082192363565,0.0333483523094269,-0.182499227838664,0.527890522752558,no upreg,no upreg
D8B26_005221,40S ribosomal protein S9,RPS9,PF00163;PF01479, GO:0019843 - rRNA binding; GO:0003723 - RNA binding; GO:0003735 - structural constituent of ribosome, GO:0006412 - translation, GO:0015935 - small ribosomal subunit,,,,,ENOG410PG10,J,14263at33183,,,CPSG_05128,CIMG_00377,0.618232535008167,0.27710017207536,0.494152611777885,0.0165081703564529,no upreg,no upreg
D8B26_005222,60S ribosomal protein L21B,RPL21B,PF01157, GO:0003735 - structural constituent of ribosome, GO:0006412 - translation, GO:0005840 - ribosome,,,,,ENOG410PHM8,J,14718at33183,,,CPSG_05129,CIMG_00378,0.133556502192672,0.813311581072972,0.351330133884957,0.0975784533192907,no upreg,no upreg
D8B26_005223,hypothetical protein,,PF00153, GO:0005347 - ATP transmembrane transporter activity, GO:0055085 - transmembrane transport,,,,,,ENOG410PI6Y,C,9046at33183,,,CPSG_05130,CIMG_00379,0.0875078956001971,0.70716465438422,0.282975870044837,0.33419820268601,no upreg,no upreg
D8B26_005224,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,
D8B26_005225,hypothetical protein,,PF03108,,,,,,,,ENOG410Q5CX,S,,,,CPSG_05132,,0.0498610599390137,0.874219709201714,0.586452708880153,0.0212535106030762,no upreg,no upreg
D8B26_005226,hypothetical protein,,PF07992, GO:0016491 - oxidoreductase activity, GO:0055114 - oxidation-reduction process,,,,,,ENOG410PV53,Q,,,,CPSG_05133,CIMG_00382,1.29952693467489,0.0424260087469195,0.933803223726098,0.012770273210505,spherule_upreg,no upreg
D8B26_005227,hypothetical protein,,PF00076, GO:0003676 - nucleic acid binding,,,,,,,ENOG410PP6N,S,,,,CPSG_05134,CIMG_00383,-1.26282840838493,0.000873221127516515,-0.980606506492085,0.000118656011141725,hyphae_upreg,no upreg
D8B26_005228,Sec61p translocation complex subunit,SSS1,PF00584, GO:0015450 - P-P-bond-hydrolysis-driven protein transmembrane transporter activity, GO:0006886 - intracellular protein transport; GO:0006605 - protein targeting; GO:0015031 - protein transport, GO:0016020 - membrane,1 (o37-55i),,,,ENOG410PRYA,U,16940at33183,,,CPSG_05135,CIMG_00384,-1.04706803655617,0.00731214279278002,-0.372077622485132,0.035740820978731,hyphae_upreg,no upreg
D8B26_005229,hypothetical protein,,PF00400, GO:0005515 - protein binding,,,,,,,ENOG410QDP4,S,7522at33183,,,CPSG_05136,CIMG_00385,-1.31531609981919,0.00132231782294408,-0.508851607695253,0.0424586694424767,hyphae_upreg,no upreg
D8B26_005230,Sorting nexin-3,SNX3,PF00787, GO:0035091 - phosphatidylinositol binding; GO:0032266 - phosphatidylinositol-3-phosphate binding,,,,,,,ENOG410PNAS,U,14937at33183,,,CPSG_05137,CIMG_00386,-0.0329446926883872,0.915107724900566,-0.576863127072941,0.00616629849683161,no upreg,no upreg
D8B26_005231,hypothetical protein,,PF00249;PF13921, GO:0003677 - DNA binding,,,,,,,ENOG410PGHY,K,4269at33183,,,CPSG_05138,CIMG_00387,-0.381081992353674,0.183361429819477,1.12316253118228,0.000198768217972056,no upreg,spherule_upreg
D8B26_005232,hypothetical protein,,, GO:0005085 - guanyl-nucleotide exchange factor activity, GO:0007264 - small GTPase mediated signal transduction,,,,,,ENOG410PU94,,7146at33183,,,CPSG_05140,CIMG_00389,-1.00171119152628,0.0636983368487383,-2.36094175520906,0.00116166702016375,no upreg,hyphae_upreg
D8B26_005233,40S ribosomal protein S4,RPS4,PF00900;PF01479;PF08071;PF16121, GO:0003723 - RNA binding; GO:0003735 - structural constituent of ribosome, GO:0006412 - translation, GO:0005840 - ribosome,,,,,ENOG410PFCX,J,11341at33183,,,CPSG_05142,CIMG_00391,0.5224230323965,0.358113662199202,0.491225846688234,0.0332005478334069,no upreg,no upreg
D8B26_005234,hypothetical protein,,PF01118;PF02774," GO:0051287 - NAD binding; GO:0016620 - oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; GO:0050661 - NADP binding; GO:0046983 - protein dimerization activity", GO:0055114 - oxidation-reduction process; GO:0008652 - cellular amino acid biosynthetic process,,,,,,ENOG410PHPF,E,9061at33183,,,CPSG_05143,CIMG_00392,-0.108755677557204,0.815457538806559,0.421249412659285,0.0154807060633648,no upreg,no upreg
D8B26_005235,hypothetical protein,,, GO:0050660 - flavin adenine dinucleotide binding; GO:0003824 - catalytic activity,,,,,,,ENOG410PGHW,C,,,,,,,,,,,
D8B26_005236,hypothetical protein,,PF01565;PF02913, GO:0050660 - flavin adenine dinucleotide binding; GO:0003824 - catalytic activity; GO:0016491 - oxidoreductase activity; GO:0071949 - FAD binding, GO:0055114 - oxidation-reduction process,,,,,,ENOG410PGHW,C,,AA4,,,,,,,,,
D8B26_005237,hypothetical protein,,PF05183, GO:0003968 - RNA-directed 5'-3' RNA polymerase activity,,,,,,,ENOG410PFI8,A,377at33183,,,CPSG_05148,CIMG_00395,0.958409016559026,0.0332471721417679,2.23112357913985,7.17357586786701e-06,no upreg,spherule_upreg
D8B26_005238,hypothetical protein,,,, GO:0002098 - tRNA wobble uridine modification, GO:0033588 - Elongator holoenzyme complex,1 (o20-45i),,,,ENOG410PTMH,S,11690at33183,,,CPSG_05149,CIMG_00396,-0.865642763865887,0.0176863945743389,0.562601773313309,0.016299833502302,no upreg,no upreg
D8B26_005239,60S ribosomal protein L37A,RPL37A_1,PF01907, GO:0003735 - structural constituent of ribosome, GO:0006412 - translation, GO:0005840 - ribosome,,,,,ENOG410PQSM,J,,,,CPSG_05150,CIMG_00397,0.310314007312867,0.567834829039697,0.0967409561433428,0.619586233895982,no upreg,no upreg
D8B26_005240,mRNA splicing protein,SLU7,PF11708, GO:0030628 - pre-mRNA 3'-splice site binding; GO:0000386 - second spliceosomal transesterification activity," GO:0000398 - mRNA splicing, via spliceosome",,,,,,ENOG410PI74,A,451849at4751;6953at33183,,,CPSG_05151,CIMG_00398,-0.0292002080846849,0.89658092468709,-0.464338846709603,0.0473784741667329,no upreg,no upreg
D8B26_005241,DNA polymerase zeta,REV3,PF00136;PF03104;PF14260, GO:0000166 - nucleotide binding; GO:0003887 - DNA-directed DNA polymerase activity; GO:0003676 - nucleic acid binding; GO:0003677 - DNA binding, GO:0006281 - DNA repair; GO:0019985 - translesion synthesis, GO:0016035 - zeta DNA polymerase complex,,,,,ENOG410PFY9,L,185at33183,,,CPSG_05152,CIMG_00399,0.194999330616879,0.575155120514351,-0.152950327337165,0.60364064771571,no upreg,no upreg
D8B26_005242,hypothetical protein,,PF08241;PF13489;PF13649;PF13847,,,,,,,,ENOG410PMCI,S,,,,CPSG_05153,CIMG_00400,-1.58718447928608,0.019400900978311,-1.4839643722252,0.0136595246458125,hyphae_upreg,hyphae_upreg
D8B26_005243,hypothetical protein,,,,,,1 (i67-86o),,,,ENOG410PPRR,,,,,,,,,,,,
D8B26_005244,hypothetical protein,,,,,,,,,,ENOG410PPRR,,,,,,,,,,,,
D8B26_005245,hypothetical protein,,,,,,,,,,ENOG410PQSJ,,,,,CPSG_05155,,6.12403685357237,0.000306825398455346,-2.62958248361497,0.0753706396775972,spherule_upreg,no upreg
D8B26_005246,hypothetical protein,,PF11051," GO:0016757 - transferase activity, transferring glycosyl groups", GO:0006486 - protein glycosylation,,2 (i21-42o99-116i),,,,ENOG410PKWN,S,,GT71,,CPSG_05156,CIMG_10544,-0.299367676165737,0.277815536331292,1.01501302076196,0.00132739368322269,no upreg,spherule_upreg
D8B26_005247,"Cytochrome c oxidase subunit 6A, mitochondrial",COX13,PF02046, GO:0004129 - cytochrome-c oxidase activity,, GO:0005751 - mitochondrial respiratory chain complex IV; GO:0005743 - mitochondrial inner membrane,1 (i62-82o),,,,ENOG410PNPT,C,15796at33183,,,CPSG_05157,CIMG_00404,-1.49078734586803,0.0170128130656273,-0.0365921856173124,0.891327498192973,hyphae_upreg,no upreg
D8B26_005248,Class II abasic (AP) endonuclease,APN2,PF03372, GO:0004518 - nuclease activity; GO:0003677 - DNA binding; GO:0004519 - endonuclease activity, GO:0006281 - DNA repair,,,,,,ENOG410PJN6,L,3648at33183,,,CPSG_05158,CIMG_00405,-0.0175848214895051,0.961699356051078,0.179811271420002,0.466434178134511,no upreg,no upreg
